"Dist Code","Year","State Code","State Name","Dist Name","NITROGEN CONSUMPTION (tons)","NITROGEN SHARE IN NPK (Percent)","NITROGEN PER HA OF NCA (Kg per ha)","NITROGEN PER HA OF GCA (Kg per ha)","PHOSPHATE CONSUMPTION (tons)","PHOSPHATE SHARE IN NPK (Percent)","PHOSPHATE PER HA OF NCA (Kg per ha)","PHOSPHATE PER HA OF GCA (Kg per ha)","POTASH CONSUMPTION (tons)","POTASH SHARE IN NPK (Percent)","POTASH PER HA OF NCA (Kg per ha)","POTASH PER HA OF GCA (Kg per ha)","TOTAL CONSUMPTION (tons)","TOTAL PER HA OF NCA (Kg per ha)","TOTAL PER HA OF GCA (Kg per ha)"
"89","1990","11","Tamil Nadu","Thanjavur","73053.0","51.77","120.76","84.24","30665.0","21.73","50.69","35.36","37406.0","26.51","61.84","43.13","141125.0","233.29","162.73"
"89","1991","11","Tamil Nadu","Thanjavur","68725.0","51.66","111.42","77.68","25423.0","19.11","41.22","28.74","38887.0","29.23","63.05","43.96","133036.0","215.69","150.38"
"89","1992","11","Tamil Nadu","Thanjavur","126617.0","60.15","205.32","140.48","36238.0","17.21","58.76","40.21","47656.0","22.64","77.28","52.87","210511.0","341.37","233.56"
"89","1993","11","Tamil Nadu","Thanjavur","62764.0","52.44","102.38","72.34","23666.0","19.77","38.6","27.28","33268.0","27.79","54.27","38.34","119698.0","195.25","137.96"
"89","1994","11","Tamil Nadu","Thanjavur","76392.0","53.72","124.91","87.62","32022.0","22.52","52.36","36.73","33784.0","23.76","55.24","38.75","142197.0","232.51","163.09"
"89","1995","11","Tamil Nadu","Thanjavur","77798.0","60.64","132.77","100.13","26074.0","20.32","44.5","33.56","24416.0","19.03","41.67","31.43","128288.0","218.94","165.12"
"89","1996","11","Tamil Nadu","Thanjavur","73641.0","66.38","122.97","93.7","18576.0","16.74","31.02","23.64","18727.0","16.88","31.27","23.83","110944.0","185.27","141.17"
"89","1997","11","Tamil Nadu","Thanjavur","78818.0","61.29","130.87","94.72","26089.0","20.29","43.32","31.35","23686.0","18.42","39.33","28.47","128593.0","213.51","154.54"
"89","1998","11","Tamil Nadu","Thanjavur","79166.0","62.44","132.27","96.25","24126.0","19.03","40.31","29.33","23504.0","18.54","39.27","28.58","126796.0","211.84","154.16"
"89","1999","11","Tamil Nadu","Thanjavur","90876.0","58.92","149.87","103.05","30830.0","19.99","50.84","34.96","32531.0","21.09","53.65","36.89","154237.0","254.36","174.9"
"89","2000","11","Tamil Nadu","Thanjavur","86864.0","62.01","144.41","96.94","28824.0","20.58","47.92","32.17","24383.0","17.41","40.54","27.21","140071.0","232.87","156.32"
"89","2001","11","Tamil Nadu","Thanjavur","85833.0","59.18","145.07","97.13","32273.0","22.25","54.55","36.52","26935.0","18.57","45.52","30.48","145040.0","245.14","164.13"
"89","2002","11","Tamil Nadu","Thanjavur","74731.0","63.33","145.69","115.51","22813.0","19.33","44.48","35.26","20461.0","17.34","39.89","31.63","118006.0","230.06","182.4"
"89","2003","11","Tamil Nadu","Thanjavur","62489.0","61.84","127.39","98.7","19560.0","19.36","39.87","30.89","19002.0","18.8","38.74","30.01","101051.0","205.99","159.6"
"89","2004","11","Tamil Nadu","Thanjavur","77228.0","56.73","134.33","93.62","27761.0","20.39","48.29","33.65","31147.0","22.88","54.18","37.76","136136.0","236.79","165.04"
"89","2005","11","Tamil Nadu","Thanjavur","94644.0","58.28","160.38","114.96","32994.0","20.32","55.91","40.07","34754.0","21.4","58.89","42.21","162392.0","275.19","197.24"
"89","2006","11","Tamil Nadu","Thanjavur","82445.0","55.9","138.09","92.09","30056.0","20.38","50.34","33.57","34988.0","23.72","58.6","39.08","147490.0","247.04","164.75"
"89","2007","11","Tamil Nadu","Thanjavur","72779.0","53.09","122.71","78.75","26168.0","19.09","44.12","28.31","38144.0","27.82","64.31","41.27","137090.0","231.14","148.33"
"89","2008","11","Tamil Nadu","Thanjavur","94696.0","54.61","154.33","100.39","35623.0","20.54","58.06","37.76","43099.0","24.85","70.24","45.69","173417.0","282.62","183.84"
"89","2009","11","Tamil Nadu","Thanjavur","95495.0","54.37","158.44","107.84","38297.0","21.8","63.54","43.25","41857.0","23.83","69.45","47.27","175649.0","291.42","198.35"
"89","2010","11","Tamil Nadu","Thanjavur","86318.0","55.03","143.77","95.97","33712.0","21.49","56.15","37.48","36840.0","23.48","61.36","40.96","156869.0","261.28","174.4"
"89","2011","11","Tamil Nadu","Thanjavur","100023.0","56.3","167.45","106.36","44196.0","24.88","73.99","47.0","33438.0","18.82","55.98","35.56","177656.0","297.42","188.92"
"89","2012","11","Tamil Nadu","Thanjavur","73799.0","64.9","130.31","100.58","23575.0","20.73","41.63","32.13","16343.0","14.37","28.86","22.27","113717.0","200.8","154.98"
"89","2013","11","Tamil Nadu","Thanjavur","92679.0","63.38","161.26","100.16","29859.0","20.42","51.96","32.27","23701.0","16.21","41.24","25.61","146239.0","254.46","158.04"
"89","2014","11","Tamil Nadu","Thanjavur","96778.0","62.44","165.25","100.72","31477.0","20.31","53.75","32.76","26749.0","17.26","45.67","27.84","155004.0","264.67","161.31"
"89","2015","11","Tamil Nadu","Thanjavur","101131.0","61.34","176.3","105.15","36700.0","22.26","63.98","38.16","27026.0","16.39","47.11","28.1","164857.0","287.39","171.41"
"89","2016","11","Tamil Nadu","Thanjavur","90170.0","64.58","167.29","107.77","26882.0","19.25","49.87","32.13","22574.0","16.17","41.88","26.98","139625.0","259.05","166.88"
"89","2017","11","Tamil Nadu","Thanjavur","70852.0","55.98","-1.0","-1.0","27786.0","21.95","-1.0","-1.0","27935.0","22.07","-1.0","-1.0","126573.0","-1.0","-1.0"
"90","1966","11","Tamil Nadu","Madurai","4667.0","48.59","8.22","7.27","2197.0","22.87","3.87","3.42","2741.0","28.54","4.83","4.27","9605.0","16.92","14.95"
"90","1967","11","Tamil Nadu","Madurai","8380.0","67.67","14.67","13.02","1441.0","11.64","2.52","2.24","2562.0","20.69","4.49","3.98","12383.0","21.68","19.23"
"90","1968","11","Tamil Nadu","Madurai","7790.0","62.5","13.93","12.28","2010.0","16.13","3.59","3.17","2664.0","21.37","4.76","4.2","12464.0","22.28","19.64"
"90","1969","11","Tamil Nadu","Madurai","7776.0","62.01","13.55","12.44","1953.0","15.58","3.4","3.12","2810.0","22.41","4.9","4.49","12539.0","21.85","20.05"
"90","1970","11","Tamil Nadu","Madurai","13582.0","57.1","23.28","20.78","5675.0","23.86","9.73","8.68","4529.0","19.04","7.76","6.93","23786.0","40.76","36.39"
"90","1971","11","Tamil Nadu","Madurai","14827.0","65.97","24.68","21.84","3558.0","15.83","5.92","5.24","4089.0","18.19","6.81","6.02","22474.0","37.41","33.1"
"90","1972","11","Tamil Nadu","Madurai","15298.0","60.91","25.15","22.28","4687.0","18.66","7.71","6.83","5129.0","20.42","8.43","7.47","25114.0","41.29","36.58"
"90","1973","11","Tamil Nadu","Madurai","15768.0","60.02","27.12","23.81","4691.0","17.86","8.07","7.08","5813.0","22.13","10.0","8.78","26272.0","45.18","39.67"
"90","1974","11","Tamil Nadu","Madurai","11321.0","60.3","21.28","18.9","3423.0","18.23","6.44","5.71","4029.0","21.46","7.57","6.73","18773.0","35.29","31.34"
"90","1975","11","Tamil Nadu","Madurai","17257.0","70.3","29.99","27.05","4129.0","16.82","7.18","6.47","3161.0","12.88","5.49","4.96","24547.0","42.66","38.48"
"90","1976","11","Tamil Nadu","Madurai","14260.0","62.68","25.36","23.0","3804.0","16.72","6.77","6.13","4687.0","20.6","8.34","7.56","22751.0","40.47","36.69"
"90","1977","11","Tamil Nadu","Madurai","23142.0","59.51","38.74","33.74","6658.0","17.12","11.15","9.71","9088.0","23.37","15.22","13.25","38888.0","65.11","56.7"
"90","1978","11","Tamil Nadu","Madurai","27694.0","60.78","47.3","41.51","7454.0","16.36","12.73","11.17","10414.0","22.86","17.79","15.61","45562.0","77.82","68.3"
"90","1979","11","Tamil Nadu","Madurai","29868.0","58.52","50.45","44.31","9230.0","18.08","15.59","13.69","11944.0","23.4","20.18","17.72","51042.0","86.22","75.73"
"90","1980","11","Tamil Nadu","Madurai","27287.0","57.04","53.19","47.21","8375.0","17.51","16.33","14.49","12178.0","25.46","23.74","21.07","47840.0","93.26","82.77"
"90","1981","11","Tamil Nadu","Madurai","30462.0","57.2","53.16","48.51","9733.0","18.28","16.99","15.5","13063.0","24.53","22.8","20.8","53258.0","92.95","84.81"
"90","1982","11","Tamil Nadu","Madurai","28361.0","55.01","54.11","49.46","10848.0","21.04","20.7","18.92","12347.0","23.95","23.56","21.53","51556.0","98.37","89.91"
"90","1983","11","Tamil Nadu","Madurai","29052.0","50.54","50.81","45.3","14152.0","24.62","24.75","22.07","14274.0","24.83","24.96","22.26","57478.0","100.52","89.63"
"90","1984","11","Tamil Nadu","Madurai","35828.0","54.73","67.13","61.51","13082.0","19.98","24.51","22.46","16556.0","25.29","31.02","28.42","65466.0","122.66","112.39"
"90","1985","11","Tamil Nadu","Madurai","31359.0","52.36","61.26","55.45","14213.0","23.73","27.77","25.13","14318.0","23.91","27.97","25.32","59890.0","117.0","105.91"
"90","1986","11","Tamil Nadu","Madurai","30997.0","52.73","57.54","54.58","13687.0","23.28","25.41","24.1","14099.0","23.98","26.17","24.83","58783.0","109.12","103.51"
"90","1987","11","Tamil Nadu","Madurai","32452.0","53.54","53.36","49.86","13679.0","22.57","22.49","21.02","14476.0","23.89","23.8","22.24","60607.0","99.65","93.11"
"90","1988","11","Tamil Nadu","Madurai","40776.0","52.88","75.71","67.19","14326.0","18.58","26.6","23.61","22011.0","28.54","40.87","36.27","77113.0","143.17","127.06"
"90","1989","11","Tamil Nadu","Madurai","40881.0","48.08","70.62","61.06","16838.0","19.8","29.09","25.15","27304.0","32.11","47.17","40.78","85023.0","146.87","126.99"
"90","1990","11","Tamil Nadu","Madurai","42706.0","53.09","76.1","67.32","7715.0","9.59","13.75","12.16","30021.0","37.32","53.5","47.33","80442.0","143.34","126.81"
"90","1991","11","Tamil Nadu","Madurai","39080.0","46.06","71.05","65.38","15833.0","18.66","28.78","26.49","29940.0","35.28","54.43","50.09","84853.0","154.26","141.95"
"90","1992","11","Tamil Nadu","Madurai","40624.0","53.44","72.22","66.7","15293.0","20.12","27.19","25.11","20100.0","26.44","35.74","33.0","76017.0","135.15","124.82"
"90","1993","11","Tamil Nadu","Madurai","35555.0","46.74","64.64","59.48","16907.0","22.23","30.74","28.28","23605.0","31.03","42.91","39.49","76067.0","138.29","127.25"
"90","1994","11","Tamil Nadu","Madurai","45472.0","48.71","79.1","75.26","18384.0","19.69","31.98","30.43","29494.0","31.6","51.31","48.81","93350.0","162.39","154.49"
"90","1995","11","Tamil Nadu","Madurai","39474.0","47.15","81.38","77.24","13388.0","15.99","27.6","26.2","30856.0","36.86","63.61","60.38","83718.0","172.59","163.82"
"90","1996","11","Tamil Nadu","Madurai","45453.0","57.67","84.21","79.83","14469.0","18.36","26.81","25.41","18891.0","23.97","35.0","33.18","78813.0","146.01","138.42"
"90","1997","11","Tamil Nadu","Madurai","49794.0","53.02","87.65","83.6","18995.0","20.22","33.43","31.89","25134.0","26.76","44.24","42.2","93923.0","165.32","157.69"
"90","1998","11","Tamil Nadu","Madurai","52713.0","53.9","93.89","88.4","20456.0","20.92","36.44","34.3","24636.0","25.19","43.88","41.31","97805.0","174.21","164.01"
"90","1999","11","Tamil Nadu","Madurai","57962.0","52.26","103.99","97.58","22293.0","20.1","39.99","37.53","30662.0","27.64","55.01","51.62","110917.0","198.99","186.72"
"90","2000","11","Tamil Nadu","Madurai","53122.0","51.34","106.96","99.89","25669.0","24.81","51.68","48.27","24678.0","23.85","49.69","46.4","103469.0","208.33","194.56"
"90","2001","11","Tamil Nadu","Madurai","42145.0","52.59","90.4","84.69","18132.0","22.63","38.89","36.43","19862.0","24.78","42.61","39.91","80139.0","171.91","161.03"
"90","2002","11","Tamil Nadu","Madurai","37130.0","49.8","81.52","78.61","16520.0","22.16","36.27","34.97","20911.0","28.05","45.91","44.27","74561.0","163.71","157.85"
"90","2003","11","Tamil Nadu","Madurai","33886.0","50.87","74.84","72.79","15238.0","22.87","33.65","32.73","17495.0","26.26","38.64","37.58","66619.0","147.13","143.11"
"90","2004","11","Tamil Nadu","Madurai","45217.0","50.48","89.26","84.88","19991.0","22.32","39.46","37.53","24366.0","27.2","48.1","45.74","89574.0","176.83","168.14"
"90","2005","11","Tamil Nadu","Madurai","52129.0","50.4","100.6","96.07","24464.0","23.65","47.21","45.08","26845.0","25.95","51.81","49.47","103438.0","199.61","190.62"
"90","2006","11","Tamil Nadu","Madurai","53553.0","54.48","107.92","103.12","23726.0","24.14","47.81","45.68","21012.0","21.38","42.34","40.46","98291.0","198.08","189.26"
"90","2007","11","Tamil Nadu","Madurai","46911.0","52.11","95.65","90.9","18588.0","20.65","37.9","36.02","24532.0","27.25","50.02","47.53","90031.0","183.56","174.45"
"90","2008","11","Tamil Nadu","Madurai","67143.0","52.02","138.66","131.26","23934.0","18.54","49.43","46.79","37996.0","29.44","78.47","74.28","129073.0","266.55","252.33"
"90","2009","11","Tamil Nadu","Madurai","59534.0","50.27","129.72","125.63","25507.0","21.54","55.58","53.83","33398.0","28.2","72.77","70.48","118439.0","258.06","249.93"
"90","2010","11","Tamil Nadu","Madurai","63394.0","52.57","132.06","127.41","26168.0","21.7","54.51","52.59","31028.0","25.73","64.64","62.36","120590.0","251.21","242.37"
"90","2011","11","Tamil Nadu","Madurai","65922.0","52.33","133.86","126.46","30940.0","24.56","62.82","59.35","29105.0","23.11","59.1","55.83","125967.0","255.78","241.64"
"90","2012","11","Tamil Nadu","Madurai","45159.0","58.15","111.95","108.76","19542.0","25.16","48.45","47.07","12958.0","16.69","32.12","31.21","77659.0","192.52","187.04"
"90","2013","11","Tamil Nadu","Madurai","39164.0","56.15","93.47","89.79","17355.0","24.88","41.42","39.79","13229.0","18.97","31.57","30.33","69748.0","166.47","159.91"
"90","2014","11","Tamil Nadu","Madurai","46643.0","57.11","99.98","94.22","20325.0","24.88","43.57","41.06","14709.0","18.01","31.53","29.71","81677.0","175.07","164.99"
"90","2015","11","Tamil Nadu","Madurai","51926.0","56.51","111.77","103.92","22215.0","24.17","47.82","44.46","17755.0","19.32","38.22","35.53","91896.0","197.81","183.91"
"90","2016","11","Tamil Nadu","Madurai","36048.0","51.38","90.02","87.67","20544.0","29.28","51.3","49.96","13564.0","19.33","33.87","32.99","70156.0","175.2","170.62"
"90","2017","11","Tamil Nadu","Madurai","34392.0","54.18","-1.0","-1.0","15902.0","25.05","-1.0","-1.0","13182.0","20.77","-1.0","-1.0","63476.0","-1.0","-1.0"
"91","1966","11","Tamil Nadu","Ramananthapuram","4943.0","83.36","7.81","7.51","120.0","2.02","0.19","0.18","867.0","14.62","1.37","1.32","5930.0","9.37","9.01"
"91","1967","11","Tamil Nadu","Ramananthapuram","4735.0","81.81","7.36","7.05","242.0","4.18","0.38","0.36","811.0","14.01","1.26","1.21","5788.0","8.99","8.61"
"91","1968","11","Tamil Nadu","Ramananthapuram","2608.0","63.98","4.27","4.17","625.0","15.33","1.02","1.0","843.0","20.68","1.38","1.35","4076.0","6.67","6.51"
"91","1969","11","Tamil Nadu","Ramananthapuram","7481.0","74.63","11.92","11.67","1654.0","16.5","2.63","2.58","889.0","8.87","1.42","1.39","10024.0","15.97","15.63"
"91","1970","11","Tamil Nadu","Ramananthapuram","7941.0","70.84","13.0","12.72","1836.0","16.38","3.01","2.94","1433.0","12.78","2.35","2.3","11210.0","18.35","17.95"
"91","1971","11","Tamil Nadu","Ramananthapuram","6909.0","74.83","10.66","10.26","1030.0","11.16","1.59","1.53","1294.0","14.01","2.0","1.92","9233.0","14.25","13.71"
"91","1972","11","Tamil Nadu","Ramananthapuram","5469.0","63.92","8.37","8.08","1357.0","15.86","2.08","2.0","1730.0","20.22","2.65","2.56","8556.0","13.1","12.64"
"91","1973","11","Tamil Nadu","Ramananthapuram","7347.0","69.68","11.47","11.16","1358.0","12.88","2.12","2.06","1839.0","17.44","2.87","2.79","10544.0","16.46","16.01"
"91","1974","11","Tamil Nadu","Ramananthapuram","5275.0","69.77","11.08","10.75","991.0","13.11","2.08","2.02","1295.0","17.13","2.72","2.64","7561.0","15.88","15.41"
"91","1975","11","Tamil Nadu","Ramananthapuram","7847.0","88.65","12.98","12.69","555.0","6.27","0.92","0.9","450.0","5.08","0.74","0.73","8852.0","14.64","14.31"
"91","1976","11","Tamil Nadu","Ramananthapuram","7214.0","91.49","11.77","11.5","404.0","5.12","0.66","0.64","267.0","3.39","0.44","0.43","7885.0","12.86","12.57"
"91","1977","11","Tamil Nadu","Ramananthapuram","13511.0","85.91","21.4","20.19","1429.0","9.09","2.26","2.14","787.0","5.0","1.25","1.18","15727.0","24.9","23.5"
"91","1978","11","Tamil Nadu","Ramananthapuram","11271.0","82.0","18.14","17.33","1365.0","9.93","2.2","2.1","1109.0","8.07","1.79","1.7","13745.0","22.13","21.13"
"91","1979","11","Tamil Nadu","Ramananthapuram","16038.0","81.77","25.83","24.49","1864.0","9.5","3.0","2.85","1711.0","8.72","2.76","2.61","19613.0","31.58","29.94"
"91","1980","11","Tamil Nadu","Ramananthapuram","11871.0","73.91","21.82","21.27","1960.0","12.2","3.6","3.51","2231.0","13.89","4.1","4.0","16062.0","29.53","28.78"
"91","1981","11","Tamil Nadu","Ramananthapuram","19293.0","73.74","32.0","31.27","3484.0","13.32","5.78","5.65","3387.0","12.95","5.62","5.49","26164.0","43.39","42.41"
"91","1982","11","Tamil Nadu","Ramananthapuram","12639.0","70.51","23.11","22.88","3006.0","16.77","5.5","5.44","2281.0","12.72","4.17","4.13","17926.0","32.78","32.46"
"91","1983","11","Tamil Nadu","Ramananthapuram","18196.0","68.17","31.12","30.61","4760.0","17.83","8.14","8.01","3735.0","13.99","6.39","6.28","26691.0","45.65","44.9"
"91","1984","11","Tamil Nadu","Ramananthapuram","15580.0","69.85","30.14","29.49","3700.0","16.59","7.16","7.0","3026.0","13.57","5.85","5.73","22306.0","43.15","42.21"
"91","1985","11","Tamil Nadu","Ramananthapuram","16899.0","66.37","32.7","32.08","4563.0","17.92","8.83","8.66","4001.0","15.71","7.74","7.6","25463.0","49.27","48.34"
"91","1986","11","Tamil Nadu","Ramananthapuram","15626.0","71.88","30.41","30.13","3308.0","15.22","6.44","6.38","2805.0","12.9","5.46","5.41","21739.0","42.3","41.91"
"91","1987","11","Tamil Nadu","Ramananthapuram","19147.0","69.54","32.76","31.88","4490.0","16.31","7.68","7.48","3897.0","14.15","6.67","6.49","27534.0","47.11","45.84"
"91","1988","11","Tamil Nadu","Ramananthapuram","19400.0","62.66","39.71","39.33","5315.0","17.17","10.88","10.77","6246.0","20.17","12.78","12.66","30961.0","63.37","62.76"
"91","1989","11","Tamil Nadu","Ramananthapuram","16712.0","60.61","30.61","30.24","4715.0","17.1","8.64","8.53","6146.0","22.29","11.26","11.12","27573.0","50.51","49.9"
"91","1990","11","Tamil Nadu","Ramananthapuram","23346.0","56.66","43.16","42.19","7489.0","18.18","13.85","13.54","10369.0","25.17","19.17","18.74","41204.0","76.18","74.47"
"91","1991","11","Tamil Nadu","Ramananthapuram","29909.0","58.48","58.54","57.91","9664.0","18.9","18.92","18.71","11571.0","22.62","22.65","22.4","51144.0","100.11","99.02"
"91","1992","11","Tamil Nadu","Ramananthapuram","28448.0","71.39","52.18","51.45","6579.0","16.51","12.07","11.9","4822.0","12.1","8.85","8.72","39849.0","73.1","72.07"
"91","1993","11","Tamil Nadu","Ramananthapuram","25016.0","62.95","48.97","48.44","7433.0","18.7","14.55","14.39","7291.0","18.35","14.27","14.12","39740.0","77.79","76.94"
"91","1994","11","Tamil Nadu","Ramananthapuram","21001.0","57.29","39.63","39.28","7247.0","19.77","13.67","13.56","8412.0","22.95","15.87","15.74","36660.0","69.17","68.58"
"91","1995","11","Tamil Nadu","Ramananthapuram","19331.0","63.95","44.9","44.65","5208.0","17.23","12.1","12.03","5690.0","18.82","13.22","13.14","30229.0","70.21","69.83"
"91","1996","11","Tamil Nadu","Ramananthapuram","32352.0","78.33","69.03","68.58","4417.0","10.69","9.42","9.36","4534.0","10.98","9.67","9.61","41303.0","88.13","87.55"
"91","1997","11","Tamil Nadu","Ramananthapuram","27953.0","68.36","56.9","56.46","6407.0","15.67","13.04","12.94","6529.0","15.97","13.29","13.19","40889.0","83.23","82.59"
"91","1998","11","Tamil Nadu","Ramananthapuram","25871.0","63.86","54.06","53.61","6911.0","17.06","14.44","14.32","7731.0","19.08","16.15","16.02","40513.0","84.65","83.95"
"91","1999","11","Tamil Nadu","Ramananthapuram","25010.0","62.38","54.66","54.21","7422.0","18.51","16.22","16.09","7660.0","19.11","16.74","16.6","40092.0","87.62","86.9"
"91","2000","11","Tamil Nadu","Ramananthapuram","22718.0","67.62","52.15","51.73","6550.0","19.5","15.04","14.91","4327.0","12.88","9.93","9.85","33595.0","77.13","76.5"
"91","2001","11","Tamil Nadu","Ramananthapuram","22948.0","65.1","53.12","52.5","7528.0","21.36","17.43","17.22","4774.0","13.54","11.05","10.92","35250.0","81.6","80.65"
"91","2002","11","Tamil Nadu","Ramananthapuram","21842.0","64.16","50.57","50.19","7321.0","21.51","16.95","16.82","4880.0","14.33","11.3","11.21","34043.0","78.82","78.23"
"91","2003","11","Tamil Nadu","Ramananthapuram","16327.0","61.6","37.23","36.75","5633.0","21.25","12.84","12.68","4547.0","17.15","10.37","10.24","26507.0","60.44","59.67"
"91","2004","11","Tamil Nadu","Ramananthapuram","23340.0","60.28","51.27","50.55","7852.0","20.28","17.25","17.01","7528.0","19.44","16.54","16.3","38720.0","85.05","83.86"
"91","2005","11","Tamil Nadu","Ramananthapuram","27141.0","60.58","60.46","59.66","9436.0","21.06","21.02","20.74","8226.0","18.36","18.33","18.08","44803.0","99.81","98.48"
"91","2006","11","Tamil Nadu","Ramananthapuram","30203.0","65.56","68.57","67.83","9900.0","21.49","22.48","22.23","5966.0","12.95","13.54","13.4","46069.0","104.59","103.46"
"91","2007","11","Tamil Nadu","Ramananthapuram","19192.0","59.31","44.71","44.22","6670.0","20.61","15.54","15.37","6499.0","20.08","15.14","14.97","32361.0","75.39","74.56"
"91","2008","11","Tamil Nadu","Ramananthapuram","32608.0","58.2","75.02","73.88","13455.0","24.02","30.95","30.48","9964.0","17.78","22.92","22.58","56027.0","128.9","126.94"
"91","2009","11","Tamil Nadu","Ramananthapuram","27916.0","57.3","66.39","65.89","11565.0","23.74","27.5","27.3","9234.0","18.96","21.96","21.79","48715.0","115.85","114.98"
"91","2010","11","Tamil Nadu","Ramananthapuram","27649.0","58.73","64.7","64.19","10964.0","23.29","25.66","25.45","8468.0","17.99","19.81","19.66","47081.0","110.17","109.3"
"91","2011","11","Tamil Nadu","Ramananthapuram","29106.0","62.19","67.79","66.93","10287.0","21.98","23.96","23.65","7408.0","15.83","17.25","17.03","46801.0","109.01","107.62"
"91","2012","11","Tamil Nadu","Ramananthapuram","22617.0","63.42","58.22","57.64","8690.0","24.37","22.37","22.15","4353.0","12.21","11.21","11.09","35660.0","91.8","90.88"
"91","2013","11","Tamil Nadu","Ramananthapuram","13434.0","63.14","32.14","31.91","5416.0","25.46","12.96","12.87","2426.0","11.4","5.8","5.76","21276.0","50.9","50.54"
"91","2014","11","Tamil Nadu","Ramananthapuram","22446.0","64.49","53.62","53.13","6793.0","19.52","16.23","16.08","5568.0","16.0","13.3","13.18","34807.0","83.15","82.39"
"91","2015","11","Tamil Nadu","Ramananthapuram","31571.0","66.36","79.52","78.03","11153.0","23.44","28.09","27.57","4852.0","10.2","12.22","11.99","47576.0","119.83","117.59"
"91","2016","11","Tamil Nadu","Ramananthapuram","17789.0","58.93","45.94","45.67","9100.0","30.15","23.5","23.36","3297.0","10.92","8.51","8.46","30186.0","77.96","77.5"
"91","2017","11","Tamil Nadu","Ramananthapuram","40673.0","80.67","-1.0","-1.0","6659.0","13.21","-1.0","-1.0","3086.0","6.12","-1.0","-1.0","50418.0","-1.0","-1.0"
"92","1966","11","Tamil Nadu","Thirunelveli","6746.0","68.33","14.57","12.25","1351.0","13.69","2.92","2.45","1775.0","17.98","3.83","3.22","9872.0","21.33","17.93"
"92","1967","11","Tamil Nadu","Thirunelveli","7467.0","69.69","15.24","12.96","1588.0","14.82","3.24","2.76","1659.0","15.48","3.39","2.88","10714.0","21.87","18.59"
"92","1968","11","Tamil Nadu","Thirunelveli","6709.0","64.18","14.19","12.14","2019.0","19.32","4.27","3.65","1725.0","16.5","3.65","3.12","10453.0","22.1","18.91"
"92","1969","11","Tamil Nadu","Thirunelveli","9552.0","72.97","20.92","17.64","1719.0","13.13","3.76","3.18","1819.0","13.9","3.98","3.36","13090.0","28.67","24.18"
"92","1970","11","Tamil Nadu","Thirunelveli","11478.0","66.31","24.68","20.82","2900.0","16.75","6.24","5.26","2932.0","16.94","6.3","5.32","17310.0","37.22","31.4"
"92","1971","11","Tamil Nadu","Thirunelveli","12008.0","67.42","24.46","20.61","3154.0","17.71","6.42","5.41","2649.0","14.87","5.4","4.55","17811.0","36.28","30.57"
"92","1972","11","Tamil Nadu","Thirunelveli","12389.0","61.69","25.42","21.08","4155.0","20.69","8.53","7.07","3540.0","17.63","7.26","6.02","20084.0","41.21","34.17"
"92","1973","11","Tamil Nadu","Thirunelveli","12770.0","61.72","26.18","22.02","4158.0","20.1","8.53","7.17","3763.0","18.19","7.72","6.49","20691.0","42.43","35.67"
"92","1974","11","Tamil Nadu","Thirunelveli","9168.0","61.9","22.97","18.95","3034.0","20.49","7.6","6.27","2608.0","17.61","6.53","5.39","14810.0","37.1","30.61"
"92","1975","11","Tamil Nadu","Thirunelveli","12032.0","73.96","31.83","26.74","2002.0","12.31","5.3","4.45","2234.0","13.73","5.91","4.97","16268.0","43.04","36.16"
"92","1976","11","Tamil Nadu","Thirunelveli","11239.0","61.53","25.42","22.95","3031.0","16.59","6.86","6.19","3996.0","21.88","9.04","8.16","18266.0","41.32","37.3"
"92","1977","11","Tamil Nadu","Thirunelveli","18284.0","67.85","38.11","31.91","4397.0","16.32","9.16","7.67","4265.0","15.83","8.89","7.44","26946.0","56.16","47.03"
"92","1978","11","Tamil Nadu","Thirunelveli","18511.0","68.81","39.59","32.8","3472.0","12.91","7.43","6.15","4920.0","18.29","10.52","8.72","26903.0","57.53","47.67"
"92","1979","11","Tamil Nadu","Thirunelveli","21574.0","66.25","46.0","37.85","4951.0","15.2","10.56","8.69","6039.0","18.55","12.88","10.59","32564.0","69.43","57.13"
"92","1980","11","Tamil Nadu","Thirunelveli","18526.0","63.68","42.69","35.97","4560.0","15.67","10.51","8.85","6007.0","20.65","13.84","11.66","29093.0","67.03","56.49"
"92","1981","11","Tamil Nadu","Thirunelveli","21528.0","62.37","53.95","45.9","6287.0","18.21","15.76","13.41","6701.0","19.41","16.79","14.29","34516.0","86.51","73.59"
"92","1982","11","Tamil Nadu","Thirunelveli","26698.0","60.86","68.53","59.82","8592.0","19.59","22.05","19.25","8580.0","19.56","22.02","19.22","43870.0","112.6","98.3"
"92","1983","11","Tamil Nadu","Thirunelveli","24080.0","63.38","57.62","52.0","6814.0","17.94","16.31","14.71","7097.0","18.68","16.98","15.32","37991.0","90.91","82.04"
"92","1984","11","Tamil Nadu","Thirunelveli","25016.0","63.17","60.35","51.4","7287.0","18.4","17.58","14.97","7299.0","18.43","17.61","15.0","39602.0","95.54","81.37"
"92","1985","11","Tamil Nadu","Thirunelveli","33324.0","61.22","82.3","69.72","10608.0","19.49","26.2","22.19","10502.0","19.29","25.94","21.97","54434.0","134.44","113.88"
